YEAR,COUNTRY OF PRODUCTION,STATE,MUNICIPALITY,PORT,EXPORTER GROUP,IMPORTER,COUNTRY OF IMPORT,ECONOMIC BLOC,TYPE,SOY_EQUIVALENT_TONNES,SOY_DEFORESTATION_5_YEAR_ANNUAL_RISK_HECTARES
2017,BRAZIL,ACRE,CAPIXABA,DOMESTIC CONSUMPTION,DOMESTIC CONSUMPTION,DOMESTIC CONSUMPTION,BRAZIL,BRAZIL,Soy bean equivalents,9.30E-05,
2017,BRAZIL,ACRE,RIO BRANCO,DOMESTIC CONSUMPTION,DOMESTIC CONSUMPTION,DOMESTIC CONSUMPTION,BRAZIL,BRAZIL,Soy bean equivalents,0.000206769,
2017,BRAZIL,AMAPA,ITAUBAL,DOMESTIC CONSUMPTION,DOMESTIC CONSUMPTION,DOMESTIC CONSUMPTION,BRAZIL,BRAZIL,Soy bean equivalents,2.00E-09,
2017,BRAZIL,AMAPA,ITAUBAL,BARCARENA,FIAGRIL COMERCIO EXPORTACAO E ARMAZENS GERAIS LTDA,AGRILEX LIMITED,CHINA (MAINLAND),CHINA (MAINLAND),Soy bean equivalents,725.9650461,
2017,BRAZIL,AMAPA,ITAUBAL,SANTANA DO LIVRAMENTO,FIAGRIL COMERCIO EXPORTACAO E ARMAZENS GERAIS LTDA,AGRILEX LIMITED,ISRAEL,ISRAEL,Soy bean equivalents,4974.170633,
2017,BRAZIL,AMAPA,ITAUBAL,SANTANA DO LIVRAMENTO,FIAGRIL COMERCIO EXPORTACAO E ARMAZENS GERAIS LTDA,AGRILEX LIMITED,MEXICO,MEXICO,Soy bean equivalents,7435.862699,
2017,BRAZIL,AMAPA,MACAPA,BARCARENA,FIAGRIL COMERCIO EXPORTACAO E ARMAZENS GERAIS LTDA,AGRILEX LIMITED,CHINA (MAINLAND),CHINA (MAINLAND),Soy bean equivalents,2098.479154,
2017,BRAZIL,AMAPA,MACAPA,SANTANA DO LIVRAMENTO,FIAGRIL COMERCIO EXPORTACAO E ARMAZENS GERAIS LTDA,AGRILEX LIMITED,ISRAEL,ISRAEL,Soy bean equivalents,14378.36909,
2017,BRAZIL,AMAPA,MACAPA,SANTANA DO LIVRAMENTO,FIAGRIL COMERCIO EXPORTACAO E ARMAZENS GERAIS LTDA,AGRILEX LIMITED,MEXICO,MEXICO,Soy bean equivalents,21494.15175,
2017,BRAZIL,AMAPA,TARTARUGALZINHO,DOMESTIC CONSUMPTION,DOMESTIC CONSUMPTION,DOMESTIC CONSUMPTION,BRAZIL,BRAZIL,Soy bean equivalents,236.3319719,
2017,BRAZIL,AMAPA,TARTARUGALZINHO,BARCARENA,FIAGRIL COMERCIO EXPORTACAO E ARMAZENS GERAIS LTDA,AGRILEX LIMITED,CHINA (MAINLAND),CHINA (MAINLAND),Soy bean equivalents,168.9277997,
2017,BRAZIL,AMAPA,TARTARUGALZINHO,SANTANA DO LIVRAMENTO,FIAGRIL COMERCIO EXPORTACAO E ARMAZENS GERAIS LTDA,AGRILEX LIMITED,ISRAEL,ISRAEL,Soy bean equivalents,1157.460273,
2017,BRAZIL,AMAPA,TARTARUGALZINHO,SANTANA DO LIVRAMENTO,FIAGRIL COMERCIO EXPORTACAO E ARMAZENS GERAIS LTDA,AGRILEX LIMITED,MEXICO,MEXICO,Soy bean equivalents,1730.28155,
2017,BRAZIL,MARANHAO,ACAILANDIA,SANTOS,GUSA NORDESTE,AMAGGI,THAILAND,THAILAND,Soy bean equivalents,3729.634252,6.479302171
2017,BRAZIL,MARANHAO,ACAILANDIA,DOMESTIC CONSUMPTION,DOMESTIC CONSUMPTION,DOMESTIC CONSUMPTION,BRAZIL,BRAZIL,Soy bean equivalents,71870.39773,124.8567534
2017,BRAZIL,MARANHAO,BOM JARDIM,SAO LUIS,CARGILL,CARGILL AGRICOLA SA,CHINA (MAINLAND),CHINA (MAINLAND),Soy bean equivalents,12517.30679,137.5793213
2017,BRAZIL,MARANHAO,BOM JARDIM,SAO LUIS,CARGILL,CARGILL AGRICOLA SA,NETHERLANDS,EUROPEAN UNION,Soy bean equivalents,638.1701434,7.014209738
2017,BRAZIL,MARANHAO,BOM JARDIM,SAO LUIS,CARGILL,CARGILL AGRICOLA SA,SAUDI ARABIA,SAUDI ARABIA,Soy bean equivalents,1939.277077,21.3148426
2017,BRAZIL,MARANHAO,BOM JARDIM,SAO LUIS,CARGILL,CARGILL AGRICOLA SA,THAILAND,THAILAND,Soy bean equivalents,685.2472185,7.531639897
2017,BRAZIL,MARANHAO,BOM JESUS DAS SELVAS,DOMESTIC CONSUMPTION,DOMESTIC CONSUMPTION,DOMESTIC CONSUMPTION,BRAZIL,BRAZIL,Soy bean equivalents,0.006203077,5.02E-05
2017,BRAZIL,MARANHAO,BURITICUPU,DOMESTIC CONSUMPTION,DOMESTIC CONSUMPTION,DOMESTIC CONSUMPTION,BRAZIL,BRAZIL,Soy bean equivalents,0.052335591,0.0001806290095
2017,BRAZIL,MARANHAO,CIDELANDIA,DOMESTIC CONSUMPTION,DOMESTIC CONSUMPTION,DOMESTIC CONSUMPTION,BRAZIL,BRAZIL,Soy bean equivalents,260.9999918,1.567999951
2017,BRAZIL,MARANHAO,ITINGA DO MARANHAO,DOMESTIC CONSUMPTION,DOMESTIC CONSUMPTION,DOMESTIC CONSUMPTION,BRAZIL,BRAZIL,Soy bean equivalents,1.00E-09,1.28E-12
2017,BRAZIL,MARANHAO,ITINGA DO MARANHAO,DOMESTIC CONSUMPTION,DOMESTIC CONSUMPTION,DOMESTIC CONSUMPTION,BRAZIL,BRAZIL,Soy bean equivalents,35603.99888,45.67999856
2017,BRAZIL,MARANHAO,SANTA LUZIA,SAO LUIS,CARGILL,CARGILL AGRICOLA SA,CHINA (MAINLAND),CHINA (MAINLAND),Soy bean equivalents,8023.609516,2.205203604
2017,BRAZIL,MARANHAO,SANTA LUZIA,SAO LUIS,CARGILL,CARGILL AGRICOLA SA,NETHERLANDS,EUROPEAN UNION,Soy bean equivalents,409.0678708,0.1124279467
2017,BRAZIL,MARANHAO,SANTA LUZIA,SAO LUIS,CARGILL,CARGILL AGRICOLA SA,SAUDI ARABIA,SAUDI ARABIA,Soy bean equivalents,1243.079064,0.3416470389
2017,BRAZIL,MARANHAO,SANTA LUZIA,SAO LUIS,CARGILL,CARGILL AGRICOLA SA,THAILAND,THAILAND,Soy bean equivalents,439.2443356,0.1207216266
2017,BRAZIL,MARANHAO,VILA NOVA DOS MARTIRIOS,SAO LUIS,CARGILL,CARGILL AGRICOLA SA,CHINA (MAINLAND),CHINA (MAINLAND),Soy bean equivalents,7656.432148,21.99664974
2017,BRAZIL,MARANHAO,VILA NOVA DOS MARTIRIOS,SAO LUIS,CARGILL,CARGILL AGRICOLA SA,IRAN,IRAN,Soy bean equivalents,179.9045086,0.5168590782
2017,BRAZIL,MARANHAO,VILA NOVA DOS MARTIRIOS,SAO LUIS,CARGILL,CARGILL AGRICOLA SA,PORTUGAL,EUROPEAN UNION,Soy bean equivalents,214.9151553,0.6174433866
2017,BRAZIL,MARANHAO,VILA NOVA DOS MARTIRIOS,SAO LUIS,CARGILL,CARGILL AGRICOLA SA,SAUDI ARABIA,SAUDI ARABIA,Soy bean equivalents,239.6654955,0.6885502094
2017,BRAZIL,MARANHAO,VILA NOVA DOS MARTIRIOS,SAO LUIS,CARGILL,CARGILL AGRICOLA SA,SPAIN,EUROPEAN UNION,Soy bean equivalents,139.4391452,0.400603568
2017,BRAZIL,MARANHAO,VILA NOVA DOS MARTIRIOS,SAO LUIS,CARGILL,CARGILL AGRICOLA SA,UNITED KINGDOM,EUROPEAN UNION,Soy bean equivalents,653.6407294,1.877885926
2017,BRAZIL,MARANHAO,VILA NOVA DOS MARTIRIOS,DOMESTIC CONSUMPTION,DOMESTIC CONSUMPTION,DOMESTIC CONSUMPTION,BRAZIL,BRAZIL,Soy bean equivalents,3.00E-09,8.62E-12
2017,BRAZIL,MATO GROSSO,ALTA FLORESTA,DOMESTIC CONSUMPTION,DOMESTIC CONSUMPTION,DOMESTIC CONSUMPTION,BRAZIL,BRAZIL,Soy bean equivalents,0.06082232,3.08E-06
2017,BRAZIL,MATO GROSSO,ALTO BOA VISTA,DOMESTIC CONSUMPTION,DOMESTIC CONSUMPTION,DOMESTIC CONSUMPTION,BRAZIL,BRAZIL,Soy bean equivalents,0.084837418,3.44E-05
2017,BRAZIL,MATO GROSSO,ARAPUTANGA,DOMESTIC CONSUMPTION,DOMESTIC CONSUMPTION,DOMESTIC CONSUMPTION,BRAZIL,BRAZIL,Soy bean equivalents,0.001387651,
2017,BRAZIL,MATO GROSSO,ARENAPOLIS,DOMESTIC CONSUMPTION,DOMESTIC CONSUMPTION,DOMESTIC CONSUMPTION,BRAZIL,BRAZIL,Soy bean equivalents,8099.999744,
2017,BRAZIL,MATO GROSSO,ARIPUANA,DOMESTIC CONSUMPTION,DOMESTIC CONSUMPTION,DOMESTIC CONSUMPTION,BRAZIL,BRAZIL,Soy bean equivalents,1.00E-09,
2017,BRAZIL,MATO GROSSO,ARIPUANA,DOMESTIC CONSUMPTION,DOMESTIC CONSUMPTION,DOMESTIC CONSUMPTION,BRAZIL,BRAZIL,Soy bean equivalents,3704.999559,
2017,BRAZIL,MATO GROSSO,BARRA DO BUGRES,DOMESTIC CONSUMPTION,DOMESTIC CONSUMPTION,DOMESTIC CONSUMPTION,BRAZIL,BRAZIL,Soy bean equivalents,4514.999858,1.395999956
2017,BRAZIL,MATO GROSSO,BOM JESUS DO ARAGUAIA,BARCARENA,BUNGE,BUNGE INTERNATIONAL COMMERCE SUCURSAL URUGUAY,CHINA (MAINLAND),CHINA (MAINLAND),Soy bean equivalents,7800,0.05534541536
2017,BRAZIL,MATO GROSSO,BOM JESUS DO ARAGUAIA,BARCARENA,BUNGE,BUNGE INTERNATIONAL COMMERCE SUCURSAL URUGUAY,ITALY,EUROPEAN UNION,Soy bean equivalents,1000,0.007095566071
2017,BRAZIL,MATO GROSSO,BOM JESUS DO ARAGUAIA,BARCARENA,BUNGE,BUNGE INTERNATIONAL COMMERCE SUCURSAL URUGUAY,NETHERLANDS,EUROPEAN UNION,Soy bean equivalents,39.332,0.0002790828047
2017,BRAZIL,MATO GROSSO,BOM JESUS DO ARAGUAIA,BARCARENA,BUNGE,BUNGE INTERNATIONAL COMMERCE SUCURSAL URUGUAY,ROMANIA,EUROPEAN UNION,Soy bean equivalents,3039.088,0.0215640497
2017,BRAZIL,MATO GROSSO,BOM JESUS DO ARAGUAIA,BARCARENA,BUNGE,BUNGE INTERNATIONAL COMMERCE SUCURSAL URUGUAY,SPAIN,EUROPEAN UNION,Soy bean equivalents,2115,0.01500712224
2017,BRAZIL,MATO GROSSO,BOM JESUS DO ARAGUAIA,SAO FRANCISCO DO SUL,BUNGE,BUNGE INTERNATIONAL COMMERCE SUCURSAL URUGUAY,CHINA (MAINLAND),CHINA (MAINLAND),Soy bean equivalents,1538.176,0.01091422944
2017,BRAZIL,MATO GROSSO,BOM JESUS DO ARAGUAIA,SAO LUIS,BUNGE,BUNGE INTERNATIONAL COMMERCE SUCURSAL URUGUAY,CHINA (MAINLAND),CHINA (MAINLAND),Soy bean equivalents,6789.816,0.04817758804
2017,BRAZIL,MATO GROSSO,BOM JESUS DO ARAGUAIA,SAO LUIS,BUNGE,BUNGE INTERNATIONAL COMMERCE SUCURSAL URUGUAY,JAPAN,JAPAN,Soy bean equivalents,1021.879,0.007250809962
2017,BRAZIL,MATO GROSSO,BOM JESUS DO ARAGUAIA,SAO LUIS,BUNGE,BUNGE INTERNATIONAL COMMERCE SUCURSAL URUGUAY,PORTUGAL,EUROPEAN UNION,Soy bean equivalents,2460,0.01745509254
2017,BRAZIL,MATO GROSSO,BOM JESUS DO ARAGUAIA,SAO LUIS,BUNGE,BUNGE INTERNATIONAL COMMERCE SUCURSAL URUGUAY,SPAIN,EUROPEAN UNION,Soy bean equivalents,11278.91,0.08003025112
2017,BRAZIL,MATO GROSSO,BOM JESUS DO ARAGUAIA,SAO LUIS,BUNGE,BUNGE INTERNATIONAL COMMERCE SUCURSAL URUGUAY,THAILAND,THAILAND,Soy bean equivalents,82,0.0005818364179
2017,BRAZIL,MATO GROSSO,BOM JESUS DO ARAGUAIA,BARCARENA,BUNGE,BUNGE INTERNATIONAL COMMERCE SUCURSAL URUGUAY,CHINA (MAINLAND),CHINA (MAINLAND),Soy bean equivalents,353.8423344,0.002510711663
2017,BRAZIL,MATO GROSSO,BOM JESUS DO ARAGUAIA,BARCARENA,BUNGE,BUNGE INTERNATIONAL COMMERCE SUCURSAL URUGUAY,ITALY,EUROPEAN UNION,Soy bean equivalents,141.5369338,0.001004284665
2017,BRAZIL,MATO GROSSO,BOM JESUS DO ARAGUAIA,BARCARENA,BUNGE,BUNGE INTERNATIONAL COMMERCE SUCURSAL URUGUAY,NETHERLANDS,EUROPEAN UNION,Soy bean equivalents,7.597702604,5.39E-05
2017,BRAZIL,MATO GROSSO,BOM JESUS DO ARAGUAIA,BARCARENA,BUNGE,BUNGE INTERNATIONAL COMMERCE SUCURSAL URUGUAY,SPAIN,EUROPEAN UNION,Soy bean equivalents,2172.591933,0.01541576961
2017,BRAZIL,MATO GROSSO,BOM JESUS DO ARAGUAIA,BARCARENA,BUNGE,BUNGE INTERNATIONAL COMMERCE SUCURSAL URUGUAY,TURKEY,TURKEY,Soy bean equivalents,94.35795584,0.00066952311
2017,BRAZIL,MATO GROSSO,BOM JESUS DO ARAGUAIA,PARANAGUA,ENGELHART,ENGELHART,CHINA (MAINLAND),CHINA (MAINLAND),Soy bean equivalents,3324.929876,0.02359225962
2017,BRAZIL,MATO GROSSO,BOM JESUS DO ARAGUAIA,SANTOS,MITSUBISHI CORPORATION DO BRASIL,AGB INTERNATIONAL SA,CHINA (MAINLAND),CHINA (MAINLAND),Soy bean equivalents,2530.487414,0.01795524064
2017,BRAZIL,MATO GROSSO,BOM JESUS DO ARAGUAIA,SANTOS,MITSUBISHI CORPORATION DO BRASIL,AGB INTERNATIONAL SA,TAIWAN,TAIWAN,Soy bean equivalents,60.14328926,0.0004267506827
2017,BRAZIL,MATO GROSSO,BOM JESUS DO ARAGUAIA,SANTOS,BUNGE,BUNGE INTERNATIONAL COMMERCE SUCURSAL URUGUAY,CHINA (MAINLAND),CHINA (MAINLAND),Soy bean equivalents,422.0657313,0.002994795283
2017,BRAZIL,MATO GROSSO,BOM JESUS DO ARAGUAIA,SANTOS,BUNGE,BUNGE INTERNATIONAL COMMERCE SUCURSAL URUGUAY,THAILAND,THAILAND,Soy bean equivalents,1181.662845,0.00838456679
2017,BRAZIL,MATO GROSSO,BOM JESUS DO ARAGUAIA,SANTOS,ENGELHART,ENGELHART,CHINA (MAINLAND),CHINA (MAINLAND),Soy bean equivalents,144298.7681,1.023881443
2017,BRAZIL,MATO GROSSO,BOM JESUS DO ARAGUAIA,SANTOS,ENGELHART,ENGELHART,IRAN,IRAN,Soy bean equivalents,13185.38649,0.09355778103
2017,BRAZIL,MATO GROSSO,BOM JESUS DO ARAGUAIA,SANTOS,ENGELHART,ENGELHART,TAIWAN,TAIWAN,Soy bean equivalents,4119.883221,0.0292329036
2017,BRAZIL,MATO GROSSO,BOM JESUS DO ARAGUAIA,SANTOS,SELECTA,GIBSON LTD,AUSTRALIA,AUSTRALIA,Soy bean equivalents,81.6552,0.0005793898667
2017,BRAZIL,MATO GROSSO,BOM JESUS DO ARAGUAIA,SANTOS,SELECTA,KOSTER MARINE PROTEINS GMBH,GREECE,EUROPEAN UNION,Soy bean equivalents,326.6208,0.002317559467
2017,BRAZIL,MATO GROSSO,BOM JESUS DO ARAGUAIA,SANTOS,SELECTA,KOSTER MARINE PROTEINS GMBH,NETHERLANDS,EUROPEAN UNION,Soy bean equivalents,272.184,0.001931299556
2017,BRAZIL,MATO GROSSO,BOM JESUS DO ARAGUAIA,SANTOS,SELECTA,MPH MARINE PROTEIN HOLDINGS GMBH E CO KG,NETHERLANDS,EUROPEAN UNION,Soy bean equivalents,1306.44196,0.009269945246
2017,BRAZIL,MATO GROSSO,BOM JESUS DO ARAGUAIA,SANTOS,SELECTA,MPH MARINE PROTEIN HOLDINGS GMBH E CO,NETHERLANDS,EUROPEAN UNION,Soy bean equivalents,74.232,0.0005267180606
2017,BRAZIL,MATO GROSSO,BOM JESUS DO ARAGUAIA,SANTOS,SELECTA,PT GROBEST INDOMAKMUR,INDONESIA,INDONESIA,Soy bean equivalents,103.1,0.000731552862
2017,BRAZIL,MATO GROSSO,BOM JESUS DO ARAGUAIA,SANTOS,SELECTA,SKRETTING AUSTRALIA,AUSTRALIA,AUSTRALIA,Soy bean equivalents,217.7472,0.001545039644
2017,BRAZIL,MATO GROSSO,BOM JESUS DO ARAGUAIA,SANTOS,SELECTA,SKRETTING YEM URETIM TICARET AS,TURKEY,TURKEY,Soy bean equivalents,217.7472,0.001545039644
2017,BRAZIL,MATO GROSSO,BOM JESUS DO ARAGUAIA,SAO LUIS,MITSUBISHI CORPORATION DO BRASIL,AGB INTERNATIONAL SA,CHINA (MAINLAND),CHINA (MAINLAND),Soy bean equivalents,33648.64009,0.238756149
2017,BRAZIL,MATO GROSSO,BOM JESUS DO ARAGUAIA,SAO LUIS,MITSUBISHI CORPORATION DO BRASIL,AGB INTERNATIONAL SA,NETHERLANDS,EUROPEAN UNION,Soy bean equivalents,6257.23933,0.04439865509
2017,BRAZIL,MATO GROSSO,BOM JESUS DO ARAGUAIA,SAO LUIS,MITSUBISHI CORPORATION DO BRASIL,AGB INTERNATIONAL SA,PAKISTAN,PAKISTAN,Soy bean equivalents,1415.369338,0.01004284665
2017,BRAZIL,MATO GROSSO,BOM JESUS DO ARAGUAIA,SAO LUIS,MITSUBISHI CORPORATION DO BRASIL,AGB INTERNATIONAL SA,SPAIN,EUROPEAN UNION,Soy bean equivalents,15275.88382,0.1083910429
2017,BRAZIL,MATO GROSSO,BOM JESUS DO ARAGUAIA,SAO LUIS,MITSUBISHI CORPORATION DO BRASIL,AGB INTERNATIONAL SA,THAILAND,THAILAND,Soy bean equivalents,197.0095042,0.001397893954
2017,BRAZIL,MATO GROSSO,BOM JESUS DO ARAGUAIA,SAO LUIS,BUNGE,BUNGE INTERNATIONAL COMMERCE SUCURSAL URUGUAY,CHINA (MAINLAND),CHINA (MAINLAND),Soy bean equivalents,4510.310289,0.03200320466
2017,BRAZIL,MATO GROSSO,BOM JESUS DO ARAGUAIA,SAO LUIS,BUNGE,BUNGE INTERNATIONAL COMMERCE SUCURSAL URUGUAY,JAPAN,JAPAN,Soy bean equivalents,834.491618,0.005921190411
2017,BRAZIL,MATO GROSSO,BOM JESUS DO ARAGUAIA,SAO LUIS,BUNGE,BUNGE INTERNATIONAL COMMERCE SUCURSAL URUGUAY,SPAIN,EUROPEAN UNION,Soy bean equivalents,1008.599975,0.007156587759
2017,BRAZIL,MATO GROSSO,BOM JESUS DO ARAGUAIA,SAO LUIS,BUNGE,BUNGE INTERNATIONAL COMMERCE SUCURSAL URUGUAY,THAILAND,THAILAND,Soy bean equivalents,3.302528454,2.34E-05
2017,BRAZIL,MATO GROSSO,BOM JESUS DO ARAGUAIA,SAO LUIS,NOVAAGRI INFRA-ESTRUTURA DE ARMAZENAGEM E ESCOAMENTO AGRICOL,AMAGGI & LD COMMODITIES,CHINA (MAINLAND),CHINA (MAINLAND),Soy bean equivalents,142.7164082,0.001012653704
2017,BRAZIL,MATO GROSSO,BOM JESUS DO ARAGUAIA,SAO LUIS,NOVAAGRI INFRA-ESTRUTURA DE ARMAZENAGEM E ESCOAMENTO AGRICOL,NOVAAGRI URUGUAY S.A,CHINA (MAINLAND),CHINA (MAINLAND),Soy bean equivalents,4007.984624,0.02843891971
2017,BRAZIL,MATO GROSSO,BOM JESUS DO ARAGUAIA,SAO LUIS,NOVAAGRI INFRA-ESTRUTURA DE ARMAZENAGEM E ESCOAMENTO AGRICOL,NOVAAGRI URUGUAY S.A,TAIWAN,TAIWAN,Soy bean equivalents,1179.474448,0.008369038875
2017,BRAZIL,MATO GROSSO,BOM JESUS DO ARAGUAIA,SAO LUIS,NOVAAGRI INFRA-ESTRUTURA DE ARMAZENAGEM E ESCOAMENTO AGRICOL,NOVAAGRI URUGUAY S.A,THAILAND,THAILAND,Soy bean equivalents,2276.852992,0.01615556084
2017,BRAZIL,MATO GROSSO,BOM JESUS DO ARAGUAIA,VITORIA,MITSUBISHI CORPORATION DO BRASIL,AGB INTERNATIONAL SA,CHINA (MAINLAND),CHINA (MAINLAND),Soy bean equivalents,5635.917903,0.03999002786
2017,BRAZIL,MATO GROSSO,BOM JESUS DO ARAGUAIA,VITORIA,MITSUBISHI CORPORATION DO BRASIL,AGB INTERNATIONAL SA,VIETNAM,VIETNAM,Soy bean equivalents,1179.474448,0.008369038875
2017,BRAZIL,MATO GROSSO,BOM JESUS DO ARAGUAIA,VITORIA,BUNGE,BUNGE INTERNATIONAL COMMERCE SUCURSAL URUGUAY,CHINA (MAINLAND),CHINA (MAINLAND),Soy bean equivalents,1285.627148,0.009122252374
2017,BRAZIL,MATO GROSSO,BOM JESUS DO ARAGUAIA,VITORIA,BUNGE,BUNGE INTERNATIONAL COMMERCE SUCURSAL URUGUAY,SAUDI ARABIA,SAUDI ARABIA,Soy bean equivalents,471.7897792,0.00334761555
2017,BRAZIL,MATO GROSSO,BOM JESUS DO ARAGUAIA,VITORIA,BUNGE,BUNGE INTERNATIONAL COMMERCE SUCURSAL URUGUAY,THAILAND,THAILAND,Soy bean equivalents,47.17897792,0.000334761555
2017,BRAZIL,MATO GROSSO,BOM JESUS DO ARAGUAIA,VITORIA,SELECTA,KABSA SA,CHILE,CHILE,Soy bean equivalents,8317.450222,0.0590170176
2017,BRAZIL,MATO GROSSO,BOM JESUS DO ARAGUAIA,VITORIA,SELECTA,KMP KOSTER MARINE PROTEINS,NETHERLANDS,EUROPEAN UNION,Soy bean equivalents,45546.65608,0.3231793076
2017,BRAZIL,MATO GROSSO,BOM JESUS DO ARAGUAIA,VITORIA,SELECTA,MPH MARINE PROTEIN HOLDINGS GMBH & CO KG,NETHERLANDS,EUROPEAN UNION,Soy bean equivalents,29982.93577,0.2127459018
2017,BRAZIL,MATO GROSSO,CANABRAVA DO NORTE,DOMESTIC CONSUMPTION,DOMESTIC CONSUMPTION,DOMESTIC CONSUMPTION,BRAZIL,BRAZIL,Soy bean equivalents,0.098715891,6.12E-07
2017,BRAZIL,MATO GROSSO,CANABRAVA DO NORTE,BARCARENA,BUNGE,BUNGE INTERNATIONAL COMMERCE SUCURSAL URUGUAY,CHINA (MAINLAND),CHINA (MAINLAND),Soy bean equivalents,2559.148632,0.0158548378
2017,BRAZIL,MATO GROSSO,CANABRAVA DO NORTE,BARCARENA,BUNGE,BUNGE INTERNATIONAL COMMERCE SUCURSAL URUGUAY,ITALY,EUROPEAN UNION,Soy bean equivalents,141.7810876,0.0008783843655
2017,BRAZIL,MATO GROSSO,CANABRAVA DO NORTE,BARCARENA,BUNGE,BUNGE INTERNATIONAL COMMERCE SUCURSAL URUGUAY,NETHERLANDS,EUROPEAN UNION,Soy bean equivalents,1443.87981,0.008945349993
2017,BRAZIL,MATO GROSSO,CANABRAVA DO NORTE,BARCARENA,BUNGE,BUNGE INTERNATIONAL COMMERCE SUCURSAL URUGUAY,ROMANIA,EUROPEAN UNION,Soy bean equivalents,921.5770696,0.005709498376
2017,BRAZIL,MATO GROSSO,CANABRAVA DO NORTE,BARCARENA,BUNGE,BUNGE INTERNATIONAL COMMERCE SUCURSAL URUGUAY,SPAIN,EUROPEAN UNION,Soy bean equivalents,8268.22642,0.05122460929
2017,BRAZIL,MATO GROSSO,CANABRAVA DO NORTE,BARCARENA,BUNGE,BUNGE INTERNATIONAL COMMERCE SUCURSAL URUGUAY,TURKEY,TURKEY,Soy bean equivalents,70.89054382,0.0004391921828
2017,BRAZIL,MATO GROSSO,CANABRAVA DO NORTE,SAO LUIS,BUNGE,BUNGE INTERNATIONAL COMMERCE SUCURSAL URUGUAY,CHINA (MAINLAND),CHINA (MAINLAND),Soy bean equivalents,1619.848926,0.01003554138
2017,BRAZIL,MATO GROSSO,CANABRAVA DO NORTE,SAO LUIS,BUNGE,BUNGE INTERNATIONAL COMMERCE SUCURSAL URUGUAY,PORTUGAL,EUROPEAN UNION,Soy bean equivalents,439.5213717,0.002722991533
2017,BRAZIL,MATO GROSSO,CANABRAVA DO NORTE,SAO LUIS,BUNGE,BUNGE INTERNATIONAL COMMERCE SUCURSAL URUGUAY,SPAIN,EUROPEAN UNION,Soy bean equivalents,2225.420054,0.01378727033
2017,BRAZIL,MATO GROSSO,CANARANA,BARCARENA,BUNGE,BUNGE INTERNATIONAL COMMERCE SUCURSAL URUGUAY,CHINA (MAINLAND),CHINA (MAINLAND),Soy bean equivalents,800,0.2411840796
2017,BRAZIL,MATO GROSSO,CANARANA,BARCARENA,BUNGE,BUNGE INTERNATIONAL COMMERCE SUCURSAL URUGUAY,NETHERLANDS,EUROPEAN UNION,Soy bean equivalents,173.1,0.05218620522
2017,BRAZIL,MATO GROSSO,CANARANA,BARCARENA,BUNGE,BUNGE INTERNATIONAL COMMERCE SUCURSAL URUGUAY,ROMANIA,EUROPEAN UNION,Soy bean equivalents,7000,2.110360696
2017,BRAZIL,MATO GROSSO,CANARANA,BARCARENA,BUNGE,BUNGE INTERNATIONAL COMMERCE SUCURSAL URUGUAY,SPAIN,EUROPEAN UNION,Soy bean equivalents,6100,1.839028607
2017,BRAZIL,MATO GROSSO,CANARANA,BARCARENA,BUNGE,BUNGE INTERNATIONAL COMMERCE SUCURSAL URUGUAY,TURKEY,TURKEY,Soy bean equivalents,50,0.01507400497
2017,BRAZIL,MATO GROSSO,CANARANA,BARCARENA,NIDERA,CONCORDIA TRDG,CHINA (MAINLAND),CHINA (MAINLAND),Soy bean equivalents,44425.77,13.39348556
2017,BRAZIL,MATO GROSSO,CANARANA,BARCARENA,NIDERA,NIDERA BV,IRAN,IRAN,Soy bean equivalents,19496.13,5.877695211
2017,BRAZIL,MATO GROSSO,CANARANA,DOMESTIC CONSUMPTION,DOMESTIC CONSUMPTION,DOMESTIC CONSUMPTION,BRAZIL,BRAZIL,Soy bean equivalents,1.22E-07,3.68E-11
2017,BRAZIL,MATO GROSSO,CANARANA,PARANAGUA,CARGILL,CARGILL AGRICOLA SA,CHINA (MAINLAND),CHINA (MAINLAND),Soy bean equivalents,14555.952,4.388329857
2017,BRAZIL,MATO GROSSO,CANARANA,PARANAGUA,CARGILL,CARGILL AGRICOLA SA,TAIWAN,TAIWAN,Soy bean equivalents,2855.05,0.860740758
2017,BRAZIL,MATO GROSSO,CANARANA,PARANAGUA,CARGILL,CARGILL AGRICOLA SA,UNITED KINGDOM,EUROPEAN UNION,Soy bean equivalents,9504.639,2.865459511
2017,BRAZIL,MATO GROSSO,CANARANA,PARANAGUA,CHS,CHS,CHINA (MAINLAND),CHINA (MAINLAND),Soy bean equivalents,41609.215,12.54435028
2017,BRAZIL,MATO GROSSO,CANARANA,SANTOS,BUNGE,BUNGE INTERNATIONAL COMMERCE SUCURSAL URUGUAY,CHINA (MAINLAND),CHINA (MAINLAND),Soy bean equivalents,29153.445,8.789183498
2017,BRAZIL,MATO GROSSO,CANARANA,SANTOS,BUNGE,BUNGE INTERNATIONAL COMMERCE SUCURSAL URUGUAY,IRAN,IRAN,Soy bean equivalents,2621.974,0.7904729823
2017,BRAZIL,MATO GROSSO,CANARANA,SANTOS,BUNGE,BUNGE INTERNATIONAL COMMERCE SUCURSAL URUGUAY,SPAIN,EUROPEAN UNION,Soy bean equivalents,500,0.1507400497
