YEAR,COUNTRY OF PRODUCTION,STATE,MUNICIPALITY,PORT,EXPORTER GROUP,IMPORTER,COUNTRY OF IMPORT,ECONOMIC BLOC,TYPE,SOY_EQUIVALENT_TONNES,SOY_DEFORESTATION_5_YEAR_ANNUAL_RISK_HECTARES
2017,BRAZIL,MARANHAO,MATA ROMA,SAO LUIS,CARGILL,CARGILL AGRICOLA SA,SAUDI ARABIA,SAUDI ARABIA,Soy bean equivalents,3499.547151,8.745672618
2017,BRAZIL,MARANHAO,MATA ROMA,SAO LUIS,CARGILL,CARGILL AGRICOLA SA,THAILAND,THAILAND,Soy bean equivalents,1236.571597,3.09029994
2017,BRAZIL,MARANHAO,MILAGRES DO MARANHAO,DOMESTIC CONSUMPTION,DOMESTIC CONSUMPTION,DOMESTIC CONSUMPTION,BRAZIL,BRAZIL,Soy bean equivalents,0.013627241,0.0001278224408
2017,BRAZIL,MARANHAO,MIRADOR,DOMESTIC CONSUMPTION,DOMESTIC CONSUMPTION,DOMESTIC CONSUMPTION,BRAZIL,BRAZIL,Soy bean equivalents,0.040796719,0.0006075523439
2017,BRAZIL,MARANHAO,NOVA COLINAS,BARCARENA,MITSUI & CO.,MULTIGRAIN,CHINA (MAINLAND),CHINA (MAINLAND),Soy bean equivalents,8334.956821,0.9853422334
2017,BRAZIL,MARANHAO,NOVA COLINAS,BARCARENA,MITSUI & CO.,MULTIGRAIN,PAKISTAN,PAKISTAN,Soy bean equivalents,1449.388031,0.1713438078
2017,BRAZIL,MARANHAO,NOVA COLINAS,SAO LUIS,CARGILL,CARGILL AGRICOLA SA,CHINA (MAINLAND),CHINA (MAINLAND),Soy bean equivalents,3109.168068,0.3675597455
2017,BRAZIL,MARANHAO,NOVA COLINAS,SAO LUIS,CARGILL,CARGILL AGRICOLA SA,IRAN,IRAN,Soy bean equivalents,373.5528977,0.04416069027
2017,BRAZIL,MARANHAO,NOVA COLINAS,SAO LUIS,CARGILL,CARGILL AGRICOLA SA,SAUDI ARABIA,SAUDI ARABIA,Soy bean equivalents,57.02827832,0.006741771114
2017,BRAZIL,MARANHAO,NOVA COLINAS,SAO LUIS,CARGILL,CARGILL AGRICOLA SA,SPAIN,EUROPEAN UNION,Soy bean equivalents,305.0794169,0.03606588978
2017,BRAZIL,MARANHAO,NOVA COLINAS,SAO LUIS,CARGILL,CARGILL AGRICOLA SA,UNITED KINGDOM,EUROPEAN UNION,Soy bean equivalents,30.42152006,0.003596372382
2017,BRAZIL,MARANHAO,NOVA COLINAS,SAO LUIS,CARGILL,CARGILL AGRICOLA SA,CHINA (MAINLAND),CHINA (MAINLAND),Soy bean equivalents,119.5089136,0.01412810917
2017,BRAZIL,MARANHAO,NOVA COLINAS,SAO LUIS,CARGILL,CARGILL AGRICOLA SA,IRAN,IRAN,Soy bean equivalents,2.626320366,0.0003104784381
2017,BRAZIL,MARANHAO,NOVA COLINAS,SAO LUIS,CARGILL,CARGILL AGRICOLA SA,NETHERLANDS,EUROPEAN UNION,Soy bean equivalents,0.875440122,0.0001034928127
2017,BRAZIL,MARANHAO,NOVA COLINAS,SAO LUIS,CARGILL,CARGILL AGRICOLA SA,PORTUGAL,EUROPEAN UNION,Soy bean equivalents,5.103803656,0.0006033616492
2017,BRAZIL,MARANHAO,NOVA COLINAS,SAO LUIS,CARGILL,CARGILL AGRICOLA SA,SAUDI ARABIA,SAUDI ARABIA,Soy bean equivalents,7.357846612,0.0008698301826
2017,BRAZIL,MARANHAO,NOVA COLINAS,SAO LUIS,CARGILL,CARGILL AGRICOLA SA,SPAIN,EUROPEAN UNION,Soy bean equivalents,6.188747104,0.0007316215338
2017,BRAZIL,MARANHAO,NOVA COLINAS,SAO LUIS,CARGILL,CARGILL AGRICOLA SA,UNITED KINGDOM,EUROPEAN UNION,Soy bean equivalents,3.736928218,0.0004417723181
2017,BRAZIL,MARANHAO,NOVA COLINAS,DOMESTIC CONSUMPTION,DOMESTIC CONSUMPTION,DOMESTIC CONSUMPTION,BRAZIL,BRAZIL,Soy bean equivalents,8.00E-09,9.46E-13
2017,BRAZIL,MARANHAO,NOVA IORQUE,DOMESTIC CONSUMPTION,DOMESTIC CONSUMPTION,DOMESTIC CONSUMPTION,BRAZIL,BRAZIL,Soy bean equivalents,0.002072287,9.28E-06
2017,BRAZIL,MARANHAO,PARAIBANO,DOMESTIC CONSUMPTION,DOMESTIC CONSUMPTION,DOMESTIC CONSUMPTION,BRAZIL,BRAZIL,Soy bean equivalents,0.000597333,6.59E-05
2017,BRAZIL,MARANHAO,PARNARAMA,DOMESTIC CONSUMPTION,DOMESTIC CONSUMPTION,DOMESTIC CONSUMPTION,BRAZIL,BRAZIL,Soy bean equivalents,1.00E-09,2.20E-11
2017,BRAZIL,MARANHAO,PARNARAMA,DOMESTIC CONSUMPTION,DOMESTIC CONSUMPTION,DOMESTIC CONSUMPTION,BRAZIL,BRAZIL,Soy bean equivalents,17258.99946,380.465988
2017,BRAZIL,MARANHAO,PASTOS BONS,DOMESTIC CONSUMPTION,DOMESTIC CONSUMPTION,DOMESTIC CONSUMPTION,BRAZIL,BRAZIL,Soy bean equivalents,0.018457601,0.0004048932322
2017,BRAZIL,MARANHAO,RIACHAO,SAO LUIS,ADM,AGROGRAIN LTD,ROMANIA,EUROPEAN UNION,Soy bean equivalents,25157.55168,94.2171732
2017,BRAZIL,MARANHAO,RIACHAO,SAO LUIS,ADM,INCI GRAIN LTD.,CHINA (MAINLAND),CHINA (MAINLAND),Soy bean equivalents,43397.11604,162.5258948
2017,BRAZIL,MARANHAO,RIACHAO,SAO LUIS,ADM,INCI GRAIN LTD.,SPAIN,EUROPEAN UNION,Soy bean equivalents,662.9118018,2.482661144
2017,BRAZIL,MARANHAO,RIACHAO,SAO LUIS,ADM,MARUBENI,CHINA (MAINLAND),CHINA (MAINLAND),Soy bean equivalents,17872.97174,66.93580106
2017,BRAZIL,MARANHAO,RIACHAO,SAO LUIS,ADM,MARUBENI,PAKISTAN,PAKISTAN,Soy bean equivalents,18937.05122,70.9208693
2017,BRAZIL,MARANHAO,RIACHAO,SAO LUIS,MITSUBISHI CORPORATION DO BRASIL,AGB INTERNATIONAL SA,CHINA (MAINLAND),CHINA (MAINLAND),Soy bean equivalents,16824.016,63.00737248
2017,BRAZIL,MARANHAO,RIACHAO,SAO LUIS,MITSUBISHI CORPORATION DO BRASIL,AGB INTERNATIONAL SA,SPAIN,EUROPEAN UNION,Soy bean equivalents,1545.614,5.788456039
2017,BRAZIL,MARANHAO,RIACHAO,SAO LUIS,BUNGE,BUNGE INTERNATIONAL COMMERCE SUCURSAL URUGUAY,CHINA (MAINLAND),CHINA (MAINLAND),Soy bean equivalents,2900,10.86074693
2017,BRAZIL,MARANHAO,RIACHAO,SAO LUIS,BUNGE,BUNGE INTERNATIONAL COMMERCE SUCURSAL URUGUAY,PORTUGAL,EUROPEAN UNION,Soy bean equivalents,700,2.621559605
2017,BRAZIL,MARANHAO,RIACHAO,SAO LUIS,BUNGE,BUNGE INTERNATIONAL COMMERCE SUCURSAL URUGUAY,SPAIN,EUROPEAN UNION,Soy bean equivalents,2830.832,10.60170689
2017,BRAZIL,MARANHAO,SAMBAIBA,SAO LUIS,CARGILL,CARGILL AGRICOLA SA,CHINA (MAINLAND),CHINA (MAINLAND),Soy bean equivalents,14212.19357,50.63085943
2017,BRAZIL,MARANHAO,SAMBAIBA,SAO LUIS,CARGILL,CARGILL AGRICOLA SA,IRAN,IRAN,Soy bean equivalents,1707.532683,6.083075551
2017,BRAZIL,MARANHAO,SAMBAIBA,SAO LUIS,CARGILL,CARGILL AGRICOLA SA,SAUDI ARABIA,SAUDI ARABIA,Soy bean equivalents,260.679678,0.9286698823
2017,BRAZIL,MARANHAO,SAMBAIBA,SAO LUIS,CARGILL,CARGILL AGRICOLA SA,SPAIN,EUROPEAN UNION,Soy bean equivalents,1394.536299,4.968027696
2017,BRAZIL,MARANHAO,SAMBAIBA,SAO LUIS,CARGILL,CARGILL AGRICOLA SA,UNITED KINGDOM,EUROPEAN UNION,Soy bean equivalents,139.0585914,0.4953954474
2017,BRAZIL,MARANHAO,SAMBAIBA,SAO LUIS,CARGILL,CARGILL AGRICOLA SA,CHINA (MAINLAND),CHINA (MAINLAND),Soy bean equivalents,57870.45631,206.1631741
2017,BRAZIL,MARANHAO,SAMBAIBA,SAO LUIS,CARGILL,CARGILL AGRICOLA SA,IRAN,IRAN,Soy bean equivalents,1359.792108,4.844251712
2017,BRAZIL,MARANHAO,SAMBAIBA,SAO LUIS,CARGILL,CARGILL AGRICOLA SA,PORTUGAL,EUROPEAN UNION,Soy bean equivalents,1624.416943,5.786976197
2017,BRAZIL,MARANHAO,SAMBAIBA,SAO LUIS,CARGILL,CARGILL AGRICOLA SA,SAUDI ARABIA,SAUDI ARABIA,Soy bean equivalents,1811.490172,6.453423518
2017,BRAZIL,MARANHAO,SAMBAIBA,SAO LUIS,CARGILL,CARGILL AGRICOLA SA,SPAIN,EUROPEAN UNION,Soy bean equivalents,1053.938284,3.754649191
2017,BRAZIL,MARANHAO,SAMBAIBA,SAO LUIS,CARGILL,CARGILL AGRICOLA SA,UNITED KINGDOM,EUROPEAN UNION,Soy bean equivalents,4940.484881,17.60044952
2017,BRAZIL,MARANHAO,SAMBAIBA,SAO LUIS,ADM,INCI GRAIN LTD.,CHINA (MAINLAND),CHINA (MAINLAND),Soy bean equivalents,300,1.068748308
2017,BRAZIL,MARANHAO,SAMBAIBA,SAO LUIS,MITSUBISHI CORPORATION DO BRASIL,AGB INTERNATIONAL SA,CHINA (MAINLAND),CHINA (MAINLAND),Soy bean equivalents,19625.179,69.91458947
2017,BRAZIL,MARANHAO,SAMBAIBA,SAO LUIS,MITSUBISHI CORPORATION DO BRASIL,AGB INTERNATIONAL SA,PAKISTAN,PAKISTAN,Soy bean equivalents,534.12,1.902799487
2017,BRAZIL,MARANHAO,SAMBAIBA,SAO LUIS,MITSUBISHI CORPORATION DO BRASIL,AGB INTERNATIONAL SA,SPAIN,EUROPEAN UNION,Soy bean equivalents,2250,8.015612307
2017,BRAZIL,MARANHAO,SAMBAIBA,SAO LUIS,CARGILL,CARGILL AGRICOLA SA,CHINA (MAINLAND),CHINA (MAINLAND),Soy bean equivalents,16417.183,58.48612182
2017,BRAZIL,MARANHAO,SAMBAIBA,SAO LUIS,CARGILL,CARGILL AGRICOLA SA,IRAN,IRAN,Soy bean equivalents,1000,3.562494359
2017,BRAZIL,MARANHAO,SAMBAIBA,SAO LUIS,CARGILL,CARGILL AGRICOLA SA,SAUDI ARABIA,SAUDI ARABIA,Soy bean equivalents,271.927,0.9687384034
2017,BRAZIL,MARANHAO,SAMBAIBA,SAO LUIS,CARGILL,CARGILL AGRICOLA SA,SPAIN,EUROPEAN UNION,Soy bean equivalents,210.817,0.7510343732
2017,BRAZIL,MARANHAO,SAMBAIBA,SAO LUIS,RISA,GLENCORE AGRICULTURE,CHINA (MAINLAND),CHINA (MAINLAND),Soy bean equivalents,16901.917,60.21298396
2017,BRAZIL,MARANHAO,SAMBAIBA,SAO LUIS,RISA,GLENCORE AGRICULTURE,PAKISTAN,PAKISTAN,Soy bean equivalents,346.063,1.232847485
2017,BRAZIL,MARANHAO,SAMBAIBA,SAO LUIS,RISA,GLENCORE AGRICULTURE,THAILAND,THAILAND,Soy bean equivalents,1127.806,4.017802513
2017,BRAZIL,MARANHAO,SAMBAIBA,SAO LUIS,RISA,LOUIS DREYFUS COMPANY ASIA PTE LTD,CHINA (MAINLAND),CHINA (MAINLAND),Soy bean equivalents,9742.424,34.70733054
2017,BRAZIL,MARANHAO,SANTA QUITERIA DO MARANHAO,DOMESTIC CONSUMPTION,DOMESTIC CONSUMPTION,DOMESTIC CONSUMPTION,BRAZIL,BRAZIL,Soy bean equivalents,0.008270769,4.10E-05
2017,BRAZIL,MARANHAO,SAO BENEDITO DO RIO PRETO,SAO LUIS,CARGILL,CARGILL AGRICOLA SA,CHINA (MAINLAND),CHINA (MAINLAND),Soy bean equivalents,3320.497225,4.383437092
2017,BRAZIL,MARANHAO,SAO BENEDITO DO RIO PRETO,SAO LUIS,CARGILL,CARGILL AGRICOLA SA,NETHERLANDS,EUROPEAN UNION,Soy bean equivalents,169.2889873,0.2234808753
2017,BRAZIL,MARANHAO,SAO BENEDITO DO RIO PRETO,SAO LUIS,CARGILL,CARGILL AGRICOLA SA,SAUDI ARABIA,SAUDI ARABIA,Soy bean equivalents,514.4368723,0.6791156608
2017,BRAZIL,MARANHAO,SAO BENEDITO DO RIO PRETO,SAO LUIS,CARGILL,CARGILL AGRICOLA SA,THAILAND,THAILAND,Soy bean equivalents,181.7772406,0.2399668016
2017,BRAZIL,MARANHAO,SAO BERNARDO,SAO LUIS,CARGILL,CARGILL AGRICOLA SA,CHINA (MAINLAND),CHINA (MAINLAND),Soy bean equivalents,3264.970516,72.28467037
2017,BRAZIL,MARANHAO,SAO BERNARDO,SAO LUIS,CARGILL,CARGILL AGRICOLA SA,NETHERLANDS,EUROPEAN UNION,Soy bean equivalents,166.4580678,3.685291032
2017,BRAZIL,MARANHAO,SAO BERNARDO,SAO LUIS,CARGILL,CARGILL AGRICOLA SA,SAUDI ARABIA,SAUDI ARABIA,Soy bean equivalents,505.834249,11.19889499
2017,BRAZIL,MARANHAO,SAO BERNARDO,SAO LUIS,CARGILL,CARGILL AGRICOLA SA,THAILAND,THAILAND,Soy bean equivalents,178.7374874,3.957150699
2017,BRAZIL,MARANHAO,SAO DOMINGOS DO AZEITAO,SAO LUIS,BUNGE,BUNGE INTERNATIONAL COMMERCE SUCURSAL URUGUAY,CHINA (MAINLAND),CHINA (MAINLAND),Soy bean equivalents,17907.86,51.99426993
2017,BRAZIL,MARANHAO,SAO DOMINGOS DO AZEITAO,SAO LUIS,BUNGE,BUNGE INTERNATIONAL COMMERCE SUCURSAL URUGUAY,JAPAN,JAPAN,Soy bean equivalents,1270,3.687359786
2017,BRAZIL,MARANHAO,SAO DOMINGOS DO AZEITAO,SAO LUIS,BUNGE,BUNGE INTERNATIONAL COMMERCE SUCURSAL URUGUAY,SPAIN,EUROPEAN UNION,Soy bean equivalents,5098.651,14.80359107
2017,BRAZIL,MARANHAO,SAO DOMINGOS DO AZEITAO,SAO LUIS,BUNGE,BUNGE INTERNATIONAL COMMERCE SUCURSAL URUGUAY,THAILAND,THAILAND,Soy bean equivalents,5436,15.78306126
2017,BRAZIL,MARANHAO,SAO DOMINGOS DO AZEITAO,DOMESTIC CONSUMPTION,DOMESTIC CONSUMPTION,DOMESTIC CONSUMPTION,BRAZIL,BRAZIL,Soy bean equivalents,60007.51944,174.2278063
2017,BRAZIL,MARANHAO,SAO FELIX DE BALSAS,DOMESTIC CONSUMPTION,DOMESTIC CONSUMPTION,DOMESTIC CONSUMPTION,BRAZIL,BRAZIL,Soy bean equivalents,11440.00371,87.0180282
2017,BRAZIL,MARANHAO,SAO FRANCISCO DO MARANHAO,MANAUS,USINA PETRIBU SA,AMAGGI,ALGERIA,ALGERIA,Soy bean equivalents,159.7782831,
2017,BRAZIL,MARANHAO,SAO FRANCISCO DO MARANHAO,MANAUS,USINA PETRIBU SA,AMAGGI,GERMANY,EUROPEAN UNION,Soy bean equivalents,707.7816744,
2017,BRAZIL,MARANHAO,SAO FRANCISCO DO MARANHAO,MANAUS,USINA PETRIBU SA,AMAGGI,NETHERLANDS,EUROPEAN UNION,Soy bean equivalents,599.7509569,
2017,BRAZIL,MARANHAO,SAO FRANCISCO DO MARANHAO,MANAUS,USINA PETRIBU SA,AMAGGI,TURKEY,TURKEY,Soy bean equivalents,152.6906262,
2017,BRAZIL,MARANHAO,SAO JOAO DO SOTER,DOMESTIC CONSUMPTION,DOMESTIC CONSUMPTION,DOMESTIC CONSUMPTION,BRAZIL,BRAZIL,Soy bean equivalents,1199.999962,22.99599927
2017,BRAZIL,MARANHAO,SAO JOAO DOS PATOS,MANAUS,USINA PETRIBU SA,AMAGGI,ALGERIA,ALGERIA,Soy bean equivalents,365.3202225,3.580019827
2017,BRAZIL,MARANHAO,SAO JOAO DOS PATOS,MANAUS,USINA PETRIBU SA,AMAGGI,GERMANY,EUROPEAN UNION,Soy bean equivalents,1618.286001,15.85867853
2017,BRAZIL,MARANHAO,SAO JOAO DOS PATOS,MANAUS,USINA PETRIBU SA,AMAGGI,NETHERLANDS,EUROPEAN UNION,Soy bean equivalents,1371.282435,13.4381236
2017,BRAZIL,MARANHAO,SAO JOAO DOS PATOS,MANAUS,USINA PETRIBU SA,AMAGGI,TURKEY,TURKEY,Soy bean equivalents,349.1148638,3.421212561
2017,BRAZIL,MARANHAO,SAO PEDRO DOS CRENTES,DOMESTIC CONSUMPTION,DOMESTIC CONSUMPTION,DOMESTIC CONSUMPTION,BRAZIL,BRAZIL,Soy bean equivalents,4499.999858,
2017,BRAZIL,MARANHAO,SAO RAIMUNDO DAS MANGABEIRAS,BARCARENA,MITSUI & CO.,MULTIGRAIN,CHINA (MAINLAND),CHINA (MAINLAND),Soy bean equivalents,14225.04318,22.47051762
2017,BRAZIL,MARANHAO,SAO RAIMUNDO DAS MANGABEIRAS,BARCARENA,MITSUI & CO.,MULTIGRAIN,PAKISTAN,PAKISTAN,Soy bean equivalents,2473.630969,3.907458668
2017,BRAZIL,MARANHAO,SAO RAIMUNDO DAS MANGABEIRAS,SAO LUIS,GAVILON,GAVILON,CHINA (MAINLAND),CHINA (MAINLAND),Soy bean equivalents,16872.706,26.65288482
2017,BRAZIL,MARANHAO,SAO RAIMUNDO DAS MANGABEIRAS,SAO LUIS,GAVILON,GAVILON,IRAN,IRAN,Soy bean equivalents,2000,3.159289899
2017,BRAZIL,MARANHAO,SAO RAIMUNDO DAS MANGABEIRAS,SAO LUIS,GAVILON,GAVILON,NETHERLANDS,EUROPEAN UNION,Soy bean equivalents,1148.632,1.814430738
2017,BRAZIL,MARANHAO,SAO RAIMUNDO DAS MANGABEIRAS,SAO LUIS,GAVILON,GAVILON,SAUDI ARABIA,SAUDI ARABIA,Soy bean equivalents,6000,9.477869698
2017,BRAZIL,MARANHAO,SAO RAIMUNDO DAS MANGABEIRAS,SAO LUIS,GAVILON,GAVILON,SPAIN,EUROPEAN UNION,Soy bean equivalents,100,0.157964495
2017,BRAZIL,MARANHAO,SAO RAIMUNDO DAS MANGABEIRAS,SAO LUIS,GAVILON,GAVILON,TAIWAN,TAIWAN,Soy bean equivalents,2000,3.159289899
2017,BRAZIL,MARANHAO,SAO RAIMUNDO DAS MANGABEIRAS,SAO LUIS,GAVILON,GAVILON,THAILAND,THAILAND,Soy bean equivalents,751,1.186313357
2017,BRAZIL,MARANHAO,SENADOR ALEXANDRE COSTA,DOMESTIC CONSUMPTION,DOMESTIC CONSUMPTION,DOMESTIC CONSUMPTION,BRAZIL,BRAZIL,Soy bean equivalents,529.9999833,2.663999916
2017,BRAZIL,MARANHAO,SITIO NOVO,DOMESTIC CONSUMPTION,DOMESTIC CONSUMPTION,DOMESTIC CONSUMPTION,BRAZIL,BRAZIL,Soy bean equivalents,8999.999716,25.87799918
2017,BRAZIL,MARANHAO,SUCUPIRA DO NORTE,DOMESTIC CONSUMPTION,DOMESTIC CONSUMPTION,DOMESTIC CONSUMPTION,BRAZIL,BRAZIL,Soy bean equivalents,0.004428308,5.52E-05
2017,BRAZIL,MARANHAO,TASSO FRAGOSO,BARCARENA,ADM,AGROGRAIN LTD SUCURSAL URUGUAY,CHINA (MAINLAND),CHINA (MAINLAND),Soy bean equivalents,4719.556,15.51363186
2017,BRAZIL,MARANHAO,TASSO FRAGOSO,BARCARENA,ADM,AGROGRAIN LTD SUCURSAL URUGUAY,MEXICO,MEXICO,Soy bean equivalents,300,0.9861286863
2017,BRAZIL,MARANHAO,TASSO FRAGOSO,BARCARENA,ADM,AGROGRAIN LTD SUCURSAL URUGUAY,NETHERLANDS,EUROPEAN UNION,Soy bean equivalents,2132,7.008087864
2017,BRAZIL,MARANHAO,TASSO FRAGOSO,SAO LUIS,ADM,AGROGRAIN LTD SUCURSAL URUGUAY,CHINA (MAINLAND),CHINA (MAINLAND),Soy bean equivalents,16071.798,52.82953683
2017,BRAZIL,MARANHAO,TASSO FRAGOSO,SAO LUIS,ADM,AGROGRAIN LTD SUCURSAL URUGUAY,JAPAN,JAPAN,Soy bean equivalents,7026.687,23.09739207
2017,BRAZIL,MARANHAO,TASSO FRAGOSO,SAO LUIS,ADM,AGROGRAIN LTD SUCURSAL URUGUAY,MEXICO,MEXICO,Soy bean equivalents,6123.629,20.12895407
2017,BRAZIL,MARANHAO,TASSO FRAGOSO,SAO LUIS,ADM,AGROGRAIN LTD SUCURSAL URUGUAY,NETHERLANDS,EUROPEAN UNION,Soy bean equivalents,1495.81,4.916870501
2017,BRAZIL,MARANHAO,TASSO FRAGOSO,SAO LUIS,ADM,AGROGRAIN LTD SUCURSAL URUGUAY,SAUDI ARABIA,SAUDI ARABIA,Soy bean equivalents,2000,6.574191242
2017,BRAZIL,MARANHAO,TASSO FRAGOSO,SAO LUIS,ADM,AGROGRAIN LTD SUCURSAL URUGUAY,THAILAND,THAILAND,Soy bean equivalents,69.127,0.227227059
2017,BRAZIL,MARANHAO,TASSO FRAGOSO,SAO LUIS,MITSUBISHI CORPORATION DO BRASIL,AGB INTERNATIONAL SA,CHINA (MAINLAND),CHINA (MAINLAND),Soy bean equivalents,62884.80076,206.7083532
2017,BRAZIL,MARANHAO,TASSO FRAGOSO,SAO LUIS,MITSUBISHI CORPORATION DO BRASIL,AGB INTERNATIONAL SA,PAKISTAN,PAKISTAN,Soy bean equivalents,2878.22485,9.4610003
2017,BRAZIL,MARANHAO,TASSO FRAGOSO,SAO LUIS,MITSUBISHI CORPORATION DO BRASIL,AGB INTERNATIONAL SA,SAUDI ARABIA,SAUDI ARABIA,Soy bean equivalents,2893.769544,9.512097197
2017,BRAZIL,MARANHAO,TASSO FRAGOSO,SAO LUIS,MITSUBISHI CORPORATION DO BRASIL,AGB INTERNATIONAL SA,SPAIN,EUROPEAN UNION,Soy bean equivalents,17435.3282,57.31159098
2017,BRAZIL,MARANHAO,TASSO FRAGOSO,SAO LUIS,BUNGE,BUNGE INTERNATIONAL COMMERCE SUCURSAL URUGUAY,CHINA (MAINLAND),CHINA (MAINLAND),Soy bean equivalents,30130.37157,99.04141244
2017,BRAZIL,MARANHAO,TASSO FRAGOSO,SAO LUIS,BUNGE,BUNGE INTERNATIONAL COMMERCE SUCURSAL URUGUAY,JAPAN,JAPAN,Soy bean equivalents,1056.229873,3.47192859
2017,BRAZIL,MARANHAO,TASSO FRAGOSO,SAO LUIS,BUNGE,BUNGE INTERNATIONAL COMMERCE SUCURSAL URUGUAY,PORTUGAL,EUROPEAN UNION,Soy bean equivalents,751.8038008,2.471250982
2017,BRAZIL,MARANHAO,TASSO FRAGOSO,SAO LUIS,BUNGE,BUNGE INTERNATIONAL COMMERCE SUCURSAL URUGUAY,SPAIN,EUROPEAN UNION,Soy bean equivalents,10155.00748,33.38048063
2017,BRAZIL,MARANHAO,TASSO FRAGOSO,SAO LUIS,MITSUBISHI CORPORATION DO BRASIL,AGB INTERNATIONAL SA,CHINA (MAINLAND),CHINA (MAINLAND),Soy bean equivalents,12259.90987,40.29949604
2017,BRAZIL,MARANHAO,TASSO FRAGOSO,SAO LUIS,MITSUBISHI CORPORATION DO BRASIL,AGB INTERNATIONAL SA,SPAIN,EUROPEAN UNION,Soy bean equivalents,534.6985081,1.757605125
2017,BRAZIL,MARANHAO,TASSO FRAGOSO,SAO LUIS,BUNGE,BUNGE INTERNATIONAL COMMERCE SUCURSAL URUGUAY,CHINA (MAINLAND),CHINA (MAINLAND),Soy bean equivalents,28183.21169,92.64091175
2017,BRAZIL,MARANHAO,TASSO FRAGOSO,SAO LUIS,BUNGE,BUNGE INTERNATIONAL COMMERCE SUCURSAL URUGUAY,ITALY,EUROPEAN UNION,Soy bean equivalents,825.6043454,2.713840428
2017,BRAZIL,MARANHAO,TASSO FRAGOSO,SAO LUIS,BUNGE,BUNGE INTERNATIONAL COMMERCE SUCURSAL URUGUAY,JAPAN,JAPAN,Soy bean equivalents,2311.692167,7.5987532
2017,BRAZIL,MARANHAO,TASSO FRAGOSO,SAO LUIS,BUNGE,BUNGE INTERNATIONAL COMMERCE SUCURSAL URUGUAY,PORTUGAL,EUROPEAN UNION,Soy bean equivalents,10105.39719,33.21740684
2017,BRAZIL,MARANHAO,TASSO FRAGOSO,SAO LUIS,BUNGE,BUNGE INTERNATIONAL COMMERCE SUCURSAL URUGUAY,SPAIN,EUROPEAN UNION,Soy bean equivalents,15750.41472,51.77311926
2017,BRAZIL,MARANHAO,TASSO FRAGOSO,BARCARENA,BUNGE,BUNGE INTERNATIONAL COMMERCE SUCURSAL URUGUAY,CHINA (MAINLAND),CHINA (MAINLAND),Soy bean equivalents,5520,18.14476783
2017,BRAZIL,MARANHAO,TASSO FRAGOSO,BARCARENA,BUNGE,BUNGE INTERNATIONAL COMMERCE SUCURSAL URUGUAY,NETHERLANDS,EUROPEAN UNION,Soy bean equivalents,1180.5,3.880416381
2017,BRAZIL,MARANHAO,TASSO FRAGOSO,BARCARENA,BUNGE,BUNGE INTERNATIONAL COMMERCE SUCURSAL URUGUAY,SPAIN,EUROPEAN UNION,Soy bean equivalents,4985,16.38617167
2017,BRAZIL,MARANHAO,TASSO FRAGOSO,SAO LUIS,ADM,AGROGRAIN LTD,ROMANIA,EUROPEAN UNION,Soy bean equivalents,3194.948321,10.50210064
2017,BRAZIL,MARANHAO,TASSO FRAGOSO,SAO LUIS,ADM,INCI GRAIN LTD.,CHINA (MAINLAND),CHINA (MAINLAND),Soy bean equivalents,5511.328957,18.11626528
2017,BRAZIL,MARANHAO,TASSO FRAGOSO,SAO LUIS,ADM,INCI GRAIN LTD.,SPAIN,EUROPEAN UNION,Soy bean equivalents,84.18819825,0.2767346578
2017,BRAZIL,MARANHAO,TASSO FRAGOSO,SAO LUIS,ADM,MARUBENI,CHINA (MAINLAND),CHINA (MAINLAND),Soy bean equivalents,2269.824258,7.461129378
2017,BRAZIL,MARANHAO,TASSO FRAGOSO,SAO LUIS,ADM,MARUBENI,PAKISTAN,PAKISTAN,Soy bean equivalents,2404.959782,7.905332768
2017,BRAZIL,MARANHAO,TASSO FRAGOSO,SAO LUIS,BUNGE,BUNGE INTERNATIONAL COMMERCE SUCURSAL URUGUAY,CHINA (MAINLAND),CHINA (MAINLAND),Soy bean equivalents,63947.44,210.20135
2017,BRAZIL,MARANHAO,TASSO FRAGOSO,SAO LUIS,BUNGE,BUNGE INTERNATIONAL COMMERCE SUCURSAL URUGUAY,ITALY,EUROPEAN UNION,Soy bean equivalents,10927,35.91809385
2017,BRAZIL,MARANHAO,TASSO FRAGOSO,SAO LUIS,BUNGE,BUNGE INTERNATIONAL COMMERCE SUCURSAL URUGUAY,JAPAN,JAPAN,Soy bean equivalents,2950,9.696932082
2017,BRAZIL,MARANHAO,TASSO FRAGOSO,SAO LUIS,BUNGE,BUNGE INTERNATIONAL COMMERCE SUCURSAL URUGUAY,SPAIN,EUROPEAN UNION,Soy bean equivalents,17441.834,57.33297617
2017,BRAZIL,MARANHAO,TASSO FRAGOSO,DOMESTIC CONSUMPTION,DOMESTIC CONSUMPTION,DOMESTIC CONSUMPTION,BRAZIL,BRAZIL,Soy bean equivalents,0.00650765,2.14E-05
2017,BRAZIL,MARANHAO,TASSO FRAGOSO,SAO LUIS,ADM,INCI GRAIN LTD.,CHINA (MAINLAND),CHINA (MAINLAND),Soy bean equivalents,3809.657,12.52270684
2017,BRAZIL,MARANHAO,TASSO FRAGOSO,SAO LUIS,ADM,MARUBENI,CHINA (MAINLAND),CHINA (MAINLAND),Soy bean equivalents,16613.673,54.61073177
